Date,unix_timestamp,open,high,low,close,volume
2015-10-12 11:00:00,1444647600.0,248.71,248.71,247.72,247.72,9.79027351
2015-10-12 12:00:00,1444651200.0,247.72,247.72,247.72,247.72,0.0
2015-10-12 13:00:00,1444654800.0,247.72,247.72,247.62,247.62,25.638
2015-10-12 14:00:00,1444658400.0,247.62,247.62,247.62,247.62,0.42
2015-10-12 15:00:00,1444662000.0,247.62,247.9,247.62,247.62,4.91
2015-10-12 16:00:00,1444665600.0,247.62,247.91,247.62,247.91,1.96
2015-10-12 17:00:00,1444669200.0,247.91,247.91,247.62,247.62,0.2499
2015-10-12 18:00:00,1444672800.0,247.62,247.62,247.62,247.62,0.0
2015-10-12 19:00:00,1444676400.0,247.62,247.62,247.6,247.6,4.399
2015-10-12 20:00:00,1444680000.0,247.6,247.6,247.6,247.6,1.96
2015-10-12 21:00:00,1444683600.0,247.6,247.61,247.6,247.6,0.22
2015-10-12 22:00:00,1444687200.0,247.6,247.6,247.6,247.6,0.0
2015-10-12 23:00:00,1444690800.0,247.6,247.6,247.6,247.6,3.4
2015-10-13 00:00:00,1444694400.0,247.6,247.6,247.24,247.24,5.22438856
2015-10-13 01:00:00,1444698000.0,247.24,247.33,247.1,247.1,6.202180531
2015-10-13 02:00:00,1444701600.0,247.1,247.1,245.75,245.75,3.174
2015-10-13 03:00:00,1444705200.0,245.75,245.75,245.75,245.75,2.0
2015-10-13 04:00:00,1444708800.0,245.75,245.75,245.75,245.75,0.0
2015-10-13 05:00:00,1444712400.0,245.75,245.75,245.75,245.75,0.0
2015-10-13 06:00:00,1444716000.0,245.75,246.4,245.75,246.4,5.05097906
2015-10-13 07:00:00,1444719600.0,246.4,248.0,246.4,248.0,13.29138404
2015-10-13 08:00:00,1444723200.0,248.0,248.3,248.0,248.3,0.43
2015-10-13 09:00:00,1444726800.0,248.3,248.3,248.3,248.3,0.0
2015-10-13 10:00:00,1444730400.0,248.3,248.3,248.3,248.3,0.88
2015-10-13 11:00:00,1444734000.0,248.3,252.87,248.3,252.87,29.26577102
2015-10-13 12:00:00,1444737600.0,252.87,252.87,251.45,251.45,2.805
2015-10-13 13:00:00,1444741200.0,251.45,251.45,251.45,251.45,0.0
2015-10-13 14:00:00,1444744800.0,251.45,251.74,251.35,251.35,7.110836137
2015-10-13 15:00:00,1444748400.0,251.35,251.35,250.8,250.8,14.75108593
2015-10-13 16:00:00,1444752000.0,250.8,250.8,250.28,250.28,0.00395556
2015-10-13 17:00:00,1444755600.0,250.28,250.28,250.0,250.0,0.0365496
2015-10-13 18:00:00,1444759200.0,250.0,250.0,249.92,249.92,4.79958152
2015-10-13 19:00:00,1444762800.0,249.92,250.37,249.92,250.35,3.550604799
2015-10-13 20:00:00,1444766400.0,250.35,250.42,250.35,250.35,0.685439642
2015-10-13 21:00:00,1444770000.0,250.35,250.35,250.35,250.35,0.0
2015-10-13 22:00:00,1444773600.0,250.35,250.35,250.0,250.0,0.014
2015-10-13 23:00:00,1444777200.0,250.0,250.42,250.0,250.42,16.15
2015-10-14 00:00:00,1444780800.0,250.42,251.08,250.42,251.08,8.88401205
2015-10-14 01:00:00,1444784400.0,251.08,251.08,250.8,251.0,46.9773968
2015-10-14 02:00:00,1444788000.0,251.0,251.0,251.0,251.0,0.0
2015-10-14 03:00:00,1444791600.0,251.0,251.0,251.0,251.0,0.0
2015-10-14 04:00:00,1444795200.0,251.0,251.0,250.7,250.7,24.0
2015-10-14 05:00:00,1444798800.0,250.7,250.89,250.7,250.89,25.0
2015-10-14 06:00:00,1444802400.0,250.89,250.89,250.89,250.89,0.0
2015-10-14 07:00:00,1444806000.0,250.89,251.0,250.89,251.0,0.79797376
2015-10-14 08:00:00,1444809600.0,251.0,251.86,251.0,251.15,27.5289678
2015-10-14 09:00:00,1444813200.0,251.15,251.15,251.15,251.15,0.08
2015-10-14 10:00:00,1444816800.0,251.15,251.15,251.15,251.15,0.0
2015-10-14 11:00:00,1444820400.0,251.15,251.15,251.15,251.15,7.137
2015-10-14 12:00:00,1444824000.0,251.15,251.15,251.15,251.15,0.0
2015-10-14 13:00:00,1444827600.0,251.15,251.53,251.15,251.53,0.73
2015-10-14 14:00:00,1444831200.0,251.53,251.53,251.53,251.53,0.0
2015-10-14 15:00:00,1444834800.0,251.53,253.0,251.53,253.0,7.4660299
2015-10-14 16:00:00,1444838400.0,253.0,253.63,253.0,253.63,7.99
2015-10-14 17:00:00,1444842000.0,253.63,254.55,253.63,254.55,2.01
2015-10-14 18:00:00,1444845600.0,254.55,254.75,254.32,254.32,27.0
2015-10-14 19:00:00,1444849200.0,254.32,254.32,253.92,253.92,0.30691048
2015-10-14 20:00:00,1444852800.0,253.92,254.19,253.92,254.19,0.468111104
2015-10-14 21:00:00,1444856400.0,254.19,254.19,254.07,254.07,0.04336008
2015-10-14 22:00:00,1444860000.0,254.07,254.19,253.92,254.19,12.157
2015-10-14 23:00:00,1444863600.0,254.19,254.19,253.0,253.0,12.98
2015-10-15 00:00:00,1444867200.0,253.0,253.0,253.0,253.0,0.0
2015-10-15 01:00:00,1444870800.0,253.0,253.0,253.0,253.0,0.0
2015-10-15 02:00:00,1444874400.0,253.0,255.0,253.0,255.0,13.124208
2015-10-15 03:00:00,1444878000.0,255.0,256.15,254.59,254.59,15.73250744
2015-10-15 04:00:00,1444881600.0,254.59,254.59,254.59,254.59,0.0
2015-10-15 05:00:00,1444885200.0,254.59,255.9,254.59,255.9,0.05
2015-10-15 06:00:00,1444888800.0,255.9,255.9,255.9,255.9,0.0
2015-10-15 07:00:00,1444892400.0,255.9,255.9,255.9,255.9,0.0
2015-10-15 08:00:00,1444896000.0,255.9,255.9,253.61,253.64,0.8064875
2015-10-15 09:00:00,1444899600.0,253.64,255.47,253.0,255.47,22.37467032
2015-10-15 10:00:00,1444903200.0,255.47,255.47,255.47,255.47,0.0
2015-10-15 11:00:00,1444906800.0,255.47,255.47,255.47,255.47,0.0
2015-10-15 12:00:00,1444910400.0,255.47,255.47,255.47,255.47,0.0
2015-10-15 13:00:00,1444914000.0,255.47,255.47,255.47,255.47,8.438029683
2015-10-15 14:00:00,1444917600.0,255.47,255.47,255.45,255.45,10.0
2015-10-15 15:00:00,1444921200.0,255.45,257.0,253.6,255.31,11.85125187
2015-10-15 16:00:00,1444924800.0,255.31,255.4,255.0,255.0,1.00049998
2015-10-15 17:00:00,1444928400.0,255.0,255.4,255.0,255.4,15.58050002
2015-10-15 18:00:00,1444932000.0,255.4,256.31,255.4,256.25,99.96056775
2015-10-15 19:00:00,1444935600.0,256.25,258.98,256.25,258.86,38.1999812
2015-10-15 20:00:00,1444939200.0,258.86,258.98,256.33,256.33,3.081174968
2015-10-15 21:00:00,1444942800.0,256.33,258.98,255.2,255.2,74.58727392
2015-10-15 22:00:00,1444946400.0,255.2,258.98,255.2,255.2,43.51297857
2015-10-15 23:00:00,1444950000.0,255.2,255.31,254.31,255.31,26.07481992
2015-10-16 00:00:00,1444953600.0,255.31,255.31,255.31,255.31,17.9908387
2015-10-16 01:00:00,1444957200.0,255.31,256.09,254.84,255.13,10.99342288
2015-10-16 02:00:00,1444960800.0,255.13,257.04,255.1,256.63,22.30381117
2015-10-16 03:00:00,1444964400.0,256.63,257.19,256.5,257.19,4.155621132
2015-10-16 04:00:00,1444968000.0,257.19,258.98,255.9,258.98,6.243828303
2015-10-16 05:00:00,1444971600.0,258.98,259.0,256.36,258.98,25.34736523
2015-10-16 06:00:00,1444975200.0,258.98,258.98,256.02,258.98,10.67536371
2015-10-16 07:00:00,1444978800.0,258.98,258.98,256.21,256.21,4.0
2015-10-16 08:00:00,1444982400.0,256.21,256.21,256.21,256.21,0.0
2015-10-16 09:00:00,1444986000.0,256.21,260.0,256.21,260.0,8.615932201
2015-10-16 10:00:00,1444989600.0,260.0,260.53,259.2,259.2,9.784
2015-10-16 11:00:00,1444993200.0,259.2,259.2,259.2,259.2,0.0
2015-10-16 12:00:00,1444996800.0,259.2,261.92,259.2,261.5,4.871317433
2015-10-16 13:00:00,1445000400.0,261.5,263.0,261.0,263.0,12.00952831
2015-10-16 14:00:00,1445004000.0,263.0,264.93,262.0,263.0,36.08920169
2015-10-16 15:00:00,1445007600.0,263.0,269.99,263.0,265.42,72.01735586
2015-10-16 16:00:00,1445011200.0,265.42,269.85,265.42,268.83,0.788414569
2015-10-16 17:00:00,1445014800.0,268.83,268.83,268.2,268.66,11.85462628
2015-10-16 18:00:00,1445018400.0,268.66,269.99,263.46,269.99,100.8713442
2015-10-16 19:00:00,1445022000.0,269.99,278.0,265.7,265.7,60.65499627
2015-10-16 20:00:00,1445025600.0,265.7,269.97,263.05,263.05,102.9569411
2015-10-16 21:00:00,1445029200.0,263.05,263.1,263.02,263.1,16.183
2015-10-16 22:00:00,1445032800.0,263.1,269.98,262.89,263.25,10.2028834
2015-10-16 23:00:00,1445036400.0,263.25,269.99,263.14,264.0,4.755215246
2015-10-17 00:00:00,1445040000.0,264.0,264.38,264.0,264.38,4.92431789
2015-10-17 01:00:00,1445043600.0,264.38,285.0,263.75,265.18,39.39158169
2015-10-17 02:00:00,1445047200.0,265.18,279.0,265.18,270.0,7.392243406
2015-10-17 03:00:00,1445050800.0,270.0,270.0,270.0,270.0,2.5
2015-10-17 04:00:00,1445054400.0,270.0,274.6,270.0,274.6,2.49
2015-10-17 05:00:00,1445058000.0,274.6,274.98,270.91,270.91,84.62
2015-10-17 06:00:00,1445061600.0,270.91,274.58,270.91,274.58,0.099757889
2015-10-17 07:00:00,1445065200.0,274.58,274.58,269.87,269.87,0.07171407
2015-10-17 08:00:00,1445068800.0,269.87,274.19,267.81,274.19,1.27068
2015-10-17 09:00:00,1445072400.0,274.19,274.19,274.19,274.19,3.23
2015-10-17 10:00:00,1445076000.0,274.19,274.19,274.19,274.19,0.0
2015-10-17 11:00:00,1445079600.0,274.19,274.19,274.19,274.19,0.0
2015-10-17 12:00:00,1445083200.0,274.19,274.19,274.03,274.14,1.004998195
2015-10-17 13:00:00,1445086800.0,274.14,274.14,274.0,274.14,1.48
2015-10-17 14:00:00,1445090400.0,274.14,274.89,274.0,274.0,33.4550018
2015-10-17 15:00:00,1445094000.0,274.0,274.0,271.68,273.5,20.06797367
2015-10-17 16:00:00,1445097600.0,273.5,274.25,271.16,271.16,21.67256237
2015-10-17 17:00:00,1445101200.0,271.16,271.16,271.16,271.16,0.0
2015-10-17 18:00:00,1445104800.0,271.16,271.16,270.0,270.0,0.0485
2015-10-17 19:00:00,1445108400.0,270.0,270.0,268.0,268.0,0.89955
2015-10-17 20:00:00,1445112000.0,268.0,268.0,267.71,267.71,1.94031
2015-10-17 21:00:00,1445115600.0,267.71,270.0,267.71,270.0,2.38832999
2015-10-17 22:00:00,1445119200.0,270.0,272.47,270.0,272.47,0.404061963
2015-10-17 23:00:00,1445122800.0,272.47,272.47,272.47,272.47,4.718268027
2015-10-18 00:00:00,1445126400.0,272.47,274.39,272.47,274.39,0.489137592
2015-10-18 01:00:00,1445130000.0,274.39,274.5,272.13,274.5,16.3857
2015-10-18 02:00:00,1445133600.0,274.5,274.89,271.65,271.65,7.508763383
2015-10-18 03:00:00,1445137200.0,271.65,271.65,269.26,269.26,0.006
2015-10-18 04:00:00,1445140800.0,269.26,274.22,269.26,274.22,0.0909124
2015-10-18 05:00:00,1445144400.0,274.22,274.22,274.22,274.22,0.0
2015-10-18 06:00:00,1445148000.0,274.22,274.89,274.0,274.45,1.815312388
2015-10-18 07:00:00,1445151600.0,274.45,274.45,274.45,274.45,0.0
2015-10-18 08:00:00,1445155200.0,274.45,274.66,268.01,274.66,0.8
2015-10-18 09:00:00,1445158800.0,274.66,274.66,274.66,274.66,0.0
2015-10-18 10:00:00,1445162400.0,274.66,274.66,272.44,272.44,0.09469975
2015-10-18 11:00:00,1445166000.0,272.44,272.44,272.44,272.44,0.0
2015-10-18 12:00:00,1445169600.0,272.44,272.44,272.44,272.44,0.0
2015-10-18 13:00:00,1445173200.0,272.44,272.44,272.44,272.44,0.0
2015-10-18 14:00:00,1445176800.0,272.44,272.44,268.5,268.5,0.19523277
2015-10-18 15:00:00,1445180400.0,268.5,268.75,268.5,268.75,2.3574558
2015-10-18 16:00:00,1445184000.0,268.75,268.75,264.01,267.75,17.65689258
2015-10-18 17:00:00,1445187600.0,267.75,267.75,267.75,267.75,0.0
2015-10-18 18:00:00,1445191200.0,267.75,267.75,264.02,264.02,1.07
2015-10-18 19:00:00,1445194800.0,264.02,264.02,264.02,264.02,0.0
2015-10-18 20:00:00,1445198400.0,264.02,264.02,264.02,264.02,0.0
2015-10-18 21:00:00,1445202000.0,264.02,268.46,264.02,268.46,0.371566056
2015-10-18 22:00:00,1445205600.0,268.46,268.46,268.46,268.46,0.0
2015-10-18 23:00:00,1445209200.0,268.46,268.46,268.46,268.46,0.0
2015-10-19 00:00:00,1445212800.0,268.46,268.46,268.46,268.46,0.0
2015-10-19 01:00:00,1445216400.0,268.46,268.46,268.46,268.46,0.0
2015-10-19 02:00:00,1445220000.0,268.46,269.99,268.46,269.99,0.5
2015-10-19 03:00:00,1445223600.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 04:00:00,1445227200.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 05:00:00,1445230800.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 06:00:00,1445234400.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 07:00:00,1445238000.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 08:00:00,1445241600.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 09:00:00,1445245200.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 10:00:00,1445248800.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 11:00:00,1445252400.0,269.99,269.99,269.99,269.99,0.0
2015-10-19 12:00:00,1445256000.0,269.99,269.99,268.81,268.81,0.224
2015-10-19 13:00:00,1445259600.0,268.81,274.38,265.0,267.39,17.51813019
2015-10-19 14:00:00,1445263200.0,267.39,269.86,267.39,267.89,42.49524108
2015-10-19 15:00:00,1445266800.0,267.89,269.67,267.89,268.5,6.31573334
2015-10-19 16:00:00,1445270400.0,268.5,274.77,268.5,274.77,7.407312329
2015-10-19 17:00:00,1445274000.0,274.77,274.77,270.0,270.0,31.21744302
2015-10-19 18:00:00,1445277600.0,270.0,272.99,268.51,268.51,8.244050682
2015-10-19 19:00:00,1445281200.0,268.51,274.12,268.5,272.5,7.84946123
2015-10-19 20:00:00,1445284800.0,272.5,272.5,265.06,265.06,7.922
2015-10-19 21:00:00,1445288400.0,265.06,272.5,265.05,272.5,3.227182087
2015-10-19 22:00:00,1445292000.0,272.5,272.5,266.02,266.02,0.004
2015-10-19 23:00:00,1445295600.0,266.02,273.87,266.02,266.33,42.73925601
2015-10-20 00:00:00,1445299200.0,266.33,267.89,266.33,266.89,18.50819864
2015-10-20 01:00:00,1445302800.0,266.89,270.72,266.89,270.3,38.97419378
2015-10-20 02:00:00,1445306400.0,270.3,270.3,270.3,270.3,0.0
2015-10-20 03:00:00,1445310000.0,270.3,273.87,269.92,273.87,17.30465075
2015-10-20 04:00:00,1445313600.0,273.87,273.87,269.0,270.99,19.13193113
2015-10-20 05:00:00,1445317200.0,270.99,273.87,266.89,266.89,11.68780347
2015-10-20 06:00:00,1445320800.0,266.89,266.89,266.89,266.89,0.0
2015-10-20 07:00:00,1445324400.0,266.89,266.89,266.89,266.89,0.0
2015-10-20 08:00:00,1445328000.0,266.89,268.38,266.89,268.38,0.0508
2015-10-20 09:00:00,1445331600.0,268.38,268.38,268.38,268.38,0.0
2015-10-20 10:00:00,1445335200.0,268.38,273.87,268.38,273.87,2.361
2015-10-20 11:00:00,1445338800.0,273.87,273.87,273.87,273.87,0.0
2015-10-20 12:00:00,1445342400.0,273.87,273.87,273.87,273.87,0.0
2015-10-20 13:00:00,1445346000.0,273.87,273.87,268.76,268.76,0.28
2015-10-20 14:00:00,1445349600.0,268.76,271.12,268.76,271.12,1.0
2015-10-20 15:00:00,1445353200.0,271.12,275.99,271.12,275.99,7.114
2015-10-20 16:00:00,1445356800.0,275.99,275.99,275.98,275.99,7.2
2015-10-20 17:00:00,1445360400.0,275.99,275.99,270.0,270.97,1.208651675
2015-10-20 18:00:00,1445364000.0,270.97,274.3,270.97,272.35,0.134497675
2015-10-20 19:00:00,1445367600.0,272.35,275.5,271.92,274.0,4.22411678
2015-10-20 20:00:00,1445371200.0,274.0,275.0,274.0,274.42,22.23858823
2015-10-20 21:00:00,1445374800.0,274.42,274.87,272.0,272.0,7.61217526
2015-10-20 22:00:00,1445378400.0,272.0,275.0,272.0,272.1,0.003
2015-10-20 23:00:00,1445382000.0,272.1,272.25,272.0,272.0,2.63582215
2015-10-21 00:00:00,1445385600.0,272.0,272.25,272.0,272.25,0.77
2015-10-21 01:00:00,1445389200.0,272.25,272.25,272.25,272.25,2.06
2015-10-21 02:00:00,1445392800.0,272.25,272.5,272.25,272.5,0.94800167
2015-10-21 03:00:00,1445396400.0,272.5,272.5,272.5,272.5,0.0
2015-10-21 04:00:00,1445400000.0,272.5,272.5,272.47,272.47,1.0
2015-10-21 05:00:00,1445403600.0,272.47,272.47,272.47,272.47,0.0
2015-10-21 06:00:00,1445407200.0,272.47,272.75,272.47,272.47,16.25051663
2015-10-21 07:00:00,1445410800.0,272.47,272.47,272.47,272.47,1.15
2015-10-21 08:00:00,1445414400.0,272.47,272.47,272.45,272.45,0.37
2015-10-21 09:00:00,1445418000.0,272.45,272.45,272.45,272.45,0.0
2015-10-21 10:00:00,1445421600.0,272.45,272.45,269.5,269.5,31.22258719
2015-10-21 11:00:00,1445425200.0,269.5,272.7,269.5,272.0,13.85
2015-10-21 12:00:00,1445428800.0,272.0,272.1,272.0,272.1,0.08
2015-10-21 13:00:00,1445432400.0,272.1,272.1,272.0,272.0,10.00156495
2015-10-21 14:00:00,1445436000.0,272.0,272.0,271.5,271.5,81.21135161
2015-10-21 15:00:00,1445439600.0,271.5,271.5,271.5,271.5,10.0
2015-10-21 16:00:00,1445443200.0,271.5,271.6,271.5,271.5,5.63949239
2015-10-21 17:00:00,1445446800.0,271.5,271.5,271.0,271.3,23.49783112
2015-10-21 18:00:00,1445450400.0,271.3,271.3,271.25,271.25,3.68663594
2015-10-21 19:00:00,1445454000.0,271.25,271.25,271.25,271.25,0.0
2015-10-21 20:00:00,1445457600.0,271.25,271.93,271.25,271.93,71.10380603
2015-10-21 21:00:00,1445461200.0,271.93,272.0,271.64,272.0,88.93398065
2015-10-21 22:00:00,1445464800.0,272.0,272.0,271.64,271.64,0.5
2015-10-21 23:00:00,1445468400.0,271.64,272.0,271.26,272.0,13.68451744
2015-10-22 00:00:00,1445472000.0,272.0,272.0,271.26,271.26,0.002
2015-10-22 01:00:00,1445475600.0,271.26,271.26,271.26,271.26,5.12862009
2015-10-22 02:00:00,1445479200.0,271.26,271.5,271.23,271.5,14.90910182
2015-10-22 03:00:00,1445482800.0,271.5,271.5,271.5,271.5,0.0
2015-10-22 04:00:00,1445486400.0,271.5,271.5,271.5,271.5,0.0
2015-10-22 05:00:00,1445490000.0,271.5,271.5,271.5,271.5,0.0
2015-10-22 06:00:00,1445493600.0,271.5,271.63,271.5,271.63,44.96327809
2015-10-22 07:00:00,1445497200.0,271.63,271.7,271.63,271.7,5.0
2015-10-22 08:00:00,1445500800.0,271.7,273.0,271.7,273.0,61.23985582
2015-10-22 09:00:00,1445504400.0,273.0,275.0,273.0,275.0,0.12521819
2015-10-22 10:00:00,1445508000.0,275.0,277.05,275.0,277.05,5.161702306
2015-10-22 11:00:00,1445511600.0,277.05,279.98,277.05,279.98,2.785520784
2015-10-22 12:00:00,1445515200.0,279.98,279.98,278.87,278.87,50.09744467
2015-10-22 13:00:00,1445518800.0,278.87,278.88,278.8,278.88,103.066062
2015-10-22 14:00:00,1445522400.0,278.88,278.88,278.77,278.77,33.5600301
2015-10-22 15:00:00,1445526000.0,278.77,278.77,278.66,278.7,32.25876338
2015-10-22 16:00:00,1445529600.0,278.7,278.7,276.55,276.62,38.69153922
2015-10-22 17:00:00,1445533200.0,276.62,278.25,276.62,276.75,25.0896232
